,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
4706,"In season one of the The Brady Bunch, Carol and Mike discovered that Greg had a crush on someone named Linda. Who is the mysterious Linda?
",Marcias new friend from Seattle,Gregs math teacher,The head cheerleader at school,The hair-netted lunch lady in the cafeteria,Gregs math teacher
4707,"In the Hawaiian episodes of The Brady Bunch, the character portrayed by Vincent Price keeps talking to an idol statue, which he calls by what name?
",Steve,King Kamehameha,Oliver,Don,Oliver
4708,"On the sitcom The Brady Bunch, the kids need money to buy a present for their parents anniversary, so they decide to perform on a TV show under what name?
",The Silver Platters,The Banana Convention,The Psychedelic Six,The Brady Six,The Silver Platters
4709,"What actor played the main character on Home Improvement, Tim The Tool Man Taylor?
",Tim Allen,Jonathon Taylor Thomas,Jerry Seinfeld,Ted Danson,Tim Allen
4710,"On sitcom, Home Improvement, what is Tim Taylors favorite hobby?
",Tennis,Golfing,Football,Hot Rods,Hot Rods
4711,"During its second season, TV show Home Improvement was renewed for three additional seasons, an uncommon decision in the TV industry.
",True,False,,,True
4712,"In the beginning of the century this number of households had access to MTV.
",250 million,450 million,50 million,350 million,350 million
4713,"After MTVs programming changed to include more heavy metal and rap music, MTV Networks launched a second network, called this.
",CMT,MTV 2,VH1,Viva,VH1
4714,"When lyrics correspond to the story acted out in a music video, their impact is stronger.
",True,False,,,True
4715,"This cartoon show aired on MTV from 1993 to 1997, and is stated to be highly influential upon 1990s youth language in America.
",The Tom Green Show,The Osbournes,Beavis and Butt-head,Jackass,Beavis and Butt-head
4716,"In the beginning MTV was reckoned as racist, because most of the aired videos were of white artists. In October of 1982, this was the first black artist video to be shown on MTV.
",Never Grow Old by Aretha Franklin,Every Day is a New Day by Diana Ross,Postcard from Philly by The Jacksons,The Message by Grandmaster Flash  the Furious Five,The Message by Grandmaster Flash  the Furious Five
4717,"This term was coined by MTV.
",DJ,Mp3,VJ,Video,VJ
4718,"A 2001 study found that 25 % of the videos include sexual imagery. Furthermore, 60% combine sexual imagery with violence against women.
",False,True,,,False
4719,"These were the first videos shown on MTV and constituted the bulk of the networks programming in the 80s.
",Campaign clips,Music videos,Short musicals,Promotional or concert clips,Promotional or concert clips
4720,"This was the year when the first  MTV Video Music Awards show was produced to celebrate the top music videos of the year.
",1987,1985,1986,1984,1984
4721,"This was one of the earliest representations of MTV. Later, the statuette given to the winners of the MTV Video Music Awards represented the same object.
",An MTV logo,A note,A star,An astronaut on the moon,An astronaut on the moon
4722,"Mark-Paul Gosselaar played which character on Saved By The Bell?
",Zack Morrison,A.C. Slater,Screech,Zack Morris,Zack Morris
4723,"On TV show Saved by the Bell, Zack married Lisa Turtle.
",False,True,,,False
4724,"Did the students on Saved by the Bell once have a teacher named Miss Bliss?
",Yes,No,,,Yes
4725,"All of these except one are last names used on TV show Saved by the Bell.  Can you spot the odd one?
",Slater,Spano,Kapowski,Turtles,Turtles
4726,"What was the name of the high school the gang of Saved by the Bell attended?
",School of Rock,Bayside,Portside,Belmont,Bayside
4727,"On TV show, Saved by the Bell there was an episode in which Screech Powers married Lisa Turtle.
",True,False,,,True
4728,"Was Tori Spelling a cast memeber on Saved by The Bell?
",No,Yes,,,Yes
4729,"Actor Dustin Diamond does not return for Saved by the Bell: The New Class.
",True,False,,,False
4730,"In which US city is the Charmed TV series set?
",Texas,Las Vegas,Washington DC,San Francisco,San Francisco
4731,"How many sisters were there in the first three seasons of the series Charmed?
",3,5,2,4,3
4732,"Which of the sisters in Charmed first has the power of premonitions and later develops the powers of levitation and empathy?
",Piper,Phoebe,Paige,Prue,Phoebe
4733,"What is the name of the girls whitelighter whom Piper marries in Season 3 of the TV show Charmed?
",Cole Turner,Leo Wyatt,Piper never got married,Darryl the Policeman,Leo Wyatt
4734,"What is the name of the enchanted book in the series Charmed which contains spells, potions, and information on enemies?
",The Demonic Files,The Chronicles of Fate,The Book of Darkness,The Book of Shadows,The Book of Shadows
4735,"In the series Charmed, Paige is the daughter of Patty Halliwell and her whitelighter Sam.
",True,False,,,True
4736,"What is the name of the girls grandmother in the series Charmed?
",Pansy,None of these,Polly,Penny,Penny
4737,"In the series Charmed, in her teenage years Paige wrote a moving essay about her parents death.
",False,True,,,True
4738,"Cole Turner, Belthazors human part, had what job in the series Charmed?
",Notary,Judge,District Attorney,Barrister,District Attorney
4739,"Is it true that on the TV show Charmed, Cole impregnated Phoebe with his demon baby and she became Queen of the Underworld.
",No,Yes,,,Yes
4740,"Who is the demon in the series Charmed who appears on Earth once every thirteen hundred years and whom the Charmed Ones were unable to vanquish until Season 7?
",Demon of Fear,Shax,None of these,Darklighter,Demon of Fear
4741,"June Cleaver, Beavers mother, was played by which of these actresses in the sitcom Leave It to Beaver?
",Barbara Billingsley,Jane Wyatt,Doris Roberts,Doris Day,Barbara Billingsley
4742,"Ken Osmond played which of the following characters from the Leave It to Beaver series?
",Gilbert,Wally,Lumpy,Eddie,Eddie
4743,"TV actor and director Hugh Beaumont, who played Ward Cleaver in the Leave It to Beaver sitcom, was born February 16, 1909 in Lawrence, Kansas.
",True,False,,,True
4744,"What was the name of Beavers chubby friend in the Leave it to Beaver series?
",Larry,John,Jimmy,Billy,Larry
4745,"What was little Beavers first name on the Leave it to Beaver show?
",Bucky,Theodore,Sammy,Benny,Theodore
4746,"What year did Leave it to Beaver air for the first time in the United States?
",1958,1959,1960,1957,1957
4747,"In the Leave it to Beaver show, June and Ward Cleaver adopted a young boy to fill the void of Wally (Beavers older brother) getting older.
",True,False,,,False
4748,"Gilbert Bates, a friend of Beavers on Leave it to Beaver, was played by which actor?
",Stephen Talbot,Frank Bank,Rusty Stevens,Buddy Hart,Stephen Talbot
4749,"What was the nickname of Wallys friend Clarence Rutherford on Leave it to Beaver?
",Biff,Big C,Lumpy,Tubs,Lumpy
4750,"Who played Gus the Fireman on the Leave it to Beaver show for 14 episodes?
",Burt Mustin,Stanley Fafara,None of these,Richard Correll,Burt Mustin
4751,"In which American western series did actor Milburn Stone star for 20 seasons?
",Gunsmoke,Rawhide,None of these,The Big Valley,Gunsmoke
4752,"Buck Taylor played Newly OBrien in which western series?
",Wanted Dead or Alive,Wagon Train,Gunsmoke,Shane,Gunsmoke
4753,"Name the western series in which actor Dan Blocker played until his untimely death.
",Paladin,Rawhide,Bonanza,Gunsmoke,Bonanza
4754,"In which western did Lee Majors star before going on to play in The Six Million Dollar Man?
",Little House on the Prairie,The Big Valley,Rawhide,Grizzly Adams,The Big Valley
4755,"Actor Peter Graves played Christopher Cobb in which short-lived western series?
",Stagecoach West,Whiplash,Klondike,Gunslinger,Whiplash
4756,"In which western, directed by Sidney Salkow, did actor William Bendix play the role of Fred Kelly?
",Tate,The Tall Man,Ringo,Overland Trail,Overland Trail
4757,"Chuck Connors and Johnny Crawford starred together in which classic western TV-series?
",Rawhide,Cheyenne,The Rifleman,Maverick,The Rifleman
4758,"William Boyd starred alongside Edgar Buchanan in which great TV show?
",Hopalong Cassidy,How The West Was Won,Go West,Flicka,Hopalong Cassidy
4759,"Name the 1994 western movie in which James Garner played a gambling man.
",Bonanza,Maverick,Gunsmoke,Rowdy Yates,Maverick
4760,"In this western series Gail Davis portrayd a famous sharpshooter from the past.
",Wagon Train,Branded,Annie Oakley,Cowgirl,Annie Oakley
4761,"You better save some room, Delightful Dorks, cause youre gonna eat your words along with that cake!
","Ed, Edd n Eddy",Hi Hi Puffy AmiYumi,The Grim Adventures of Billy And Mandy (Grim and Evil),Codename: Kids Next Door,Codename: Kids Next Door
4762,"Yabba Dabba Do.
",The Jetsons,Johny Bravo,"Ed, Edd n Eddy",The Flinstones,The Flinstones
4763,"Picture it. The sun, the sea, hundreds of women just like her running around, and me, the first man theyve seen in... oh, maybe forever? Oh, and look what I brought. Ice Mochas for everyone. Sweet.
",Samurai Jack,The Batman,Johny Bravo,Justice League,Justice League
4764,"If you didnt wake me up, I mightve had a nightmare and it wouldve woke me up. Then, I couldve woke you up and we would both be awake. But since you did wake me up, I cant wake up from this nightmare so i cant wake you up! So were both still asleep.
",Cow and Chicken,2 Stupid Dogs,The Looney Toons Show,Magilla Gorilla,2 Stupid Dogs
4765,"Sometimes nature is too natural for its own good.
",Cow and Chicken,The Grim Adventures of Billy and Mandy (Grim and Evil),Cramp Twins,Courage the Cowardly Dog,Cramp Twins
4766,"Adam mentioned that he and Replikon used to work here a long time ago. Now to get you out of here. Ooh!
",Megas XLR,Time Squad,Static Shock,Justice League,Static Shock
4767,"Bloo, youd better stay away from that secret door. Youre going to get in trouble.
",Courage the Cowardly Dog,Baby Looney Toons,Fosters Home for Imaginary Friends,Gundam Seed,Fosters Home for Imaginary Friends
4768,"Will you please refrain from touching me while I am eating? Thank you.
",Dexters Laboratory,Cow and Chicken,"Ed, Edd n Eddy",2 Stupid Dogs,"Ed, Edd n Eddy"
4769,"Ooga-booga!
",Powerpuff Girls,Courage the Cowardly Dog,Cow and Chicken,Cramp Twins,Courage the Cowardly Dog
4770,"Its not fair! Im just as tough and strong and mean as Buttercup and Blossom, but they just dont believe me. They all treat me like a baby. Ill show them. Ill prove that I can be... hard-core!
",Sheep in the Big City,Hi Hi Puffy AmiYumi,Totally Spies,The Powerpuff Girls,The Powerpuff Girls
4771,"What state is Captain Kirk originally from according to the Star Trek series?
",California,Pennsylvania,Iowa,Nebraska,Iowa
4772,"In the Star Trek series, what was the first name of Captain Kirks only son?
",Matthew,John,James,David,David
4773,"The character of Captain Kirk was once played by a woman in an episode of Star Trek.
",False,True,,,True
4774,"In the film Star Trek: Generations, Captain Kirk died. What was the name of the planet on which Kirk lost his life?
",Veridian III,Veridian II,Koresh V,Marind IV,Veridian III
4775,"Upon graduation from Starfleet Academy, Captain Kirk from the Star Trek series was assigned to the USS Endeavor.
",False,True,,,False
4776,"During the classic TV series Star Trek, Captain Kirk commanded a starship with how many crewmembers?
",650,800,200,430,430
4777,"Captain Kirk from Star Trek never attained a rank higher than Captain in spite of his heroic service.
",True,False,,,False
4778,"What was the name of the woman with whom Captain Kirk had a 2-year relationship in the Star Trek series?
",Val,Saffron,Malerian,Anatonia,Anatonia
4779,"This American sitcom, which ran from 1996 until 2001, involved a group of alien explorers, who came to Earth to study human behaviour.
",8 Simple Rules,704 Hauser,3rd Rock from the Sun,2point4 children,3rd Rock from the Sun
4780,"Which of these American actresses is the creator and star of the sitcom 30 Rock?
",Mary-Louise Parker,Jennifer Aniston,Helen Hunt,Tina Fey,Tina Fey
4781,"This famous sitcom originally ran on NBC from 1986 to 1990, and featured a wacky alien, who crashes on earth and stays with an American family.
",ALF,Aliens in the Family,Aliens in America,All About the Andersons,ALF
4782,"This American animated sitcom is brought to the screen by Seth MacFarlane, the creator of another animated hit - Family Guy.
",The Rugrats,Robot Chicken,American Dad!,King of the Hill,American Dad!
4783,"Which of these sitcoms revolves around the Bluths - a wealthy family on its way down?
",Arrested Development,Back to You,Bakers Dozen,Full House,Arrested Development
4784,"Neil Patrick Harris, who stars in the sitcom How I Met Your Mother, became famous as a child-actor in which show?
",Dossa and Joe,"Doogie Howser, M.D.",Doctor in the House,The Donna Reed Show,"Doogie Howser, M.D."
