,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
3735,"In the movie Blazing Saddles, after Taggart and his henchmen first attack Rock Ridge, the townspeople meet in the church to discuss how to restore order to the town and to replace the murdered sheriff. They finally settle on wiring the governor for a replacement. At the end, they return to church services. Complete the following lines:
",tick of dynamite flies in through the window] ,verend Johnson: ... and _______.,Duck,Oh god!!!,"verend Johnson: I shall now read from Matthew, Mark, Luke... "
3736,"In the film Blazing Saddles, Governor Le Petomane receives an urgent telegram from the citizens of Rock Ridge requesting a new sheriff to replace the sheriff that had been murdered. The governor, who is in a meeting with his yes men, says, Holy underwear! Sheriff murdered! Innocent women and children blown to bits! We have to protect our phoney baloney jobs here, gentlemen! We must do something about this immediately! Immediately! Immediately! 
",Harrumph! Harrumph! Harrumph!,Justice! Justice! Justice!,Harrumph! Harrumph! Harrumph!,Bollocks! Bollocks! Bollocks!,at does he tell his yes men to start saying?
3737,"In the movie Blazing Saddles, Sheriff Bart meets Jim at the Rock Ridge jail, where he was held overnight for drunken behavior. Finish the following quote:
",Jim,Bart,Mongo,The Waco Kid,"m: Well, my name is Jim, but most people call me ______."
3738,"Complete the following dialogue from Blazing Saddles:
",arriet Johnson reads her letter to the Governor] ,"rriet Johnson: [quietly] To the honorable William J. LePetomaine, Governor... ",wnspeople: Louder! We cant hear you! ,rriet Johnson: Forgive me. _______________________________.,"rriet Johnson, town school teacher, is preparing to read a public letter she wrote on behalf of the townspeople to Governor LePetomaine to complain about his choice of sheriff."
3739,"In the film Blazing Saddles, after Sheriff Bart defeats Mongo (one of Taggerts henchmen) - and puts him in jail - Bart and Jim start asking Mongo questions about why he was sent to Rock Ridge to defeat Sheriff Bart. Mongo mentions something about Hedley Lamarr and how he cares about where the choo-choo go. Bart asks why Lamarr would care about where the choo-choo go. Complete Mongos line:
",Life,Risk,Checkers,Life,ngo: Dont know. Mongo only pawn in game of ______.
3740,"Bart, disguised as a Klansman, has infiltrated Hedley Lamarrs talent search for villains to overtake Rock Ridge in the film Blazing Saddles. In describing his qualifications, how does he respond below: 
",dley Lamarr: Thats not much of a crime. ,rt: ______________,Through the Vatican?,In ladys dresses?,rt: Stampeding cattle.
3741,"Complete the following dialogue from the film Blazing Saddles which takes place when Bart and Jim make a quick getaway from Hedley Lamarrs villain talent search once it is discovered that Bart is black:
",dley Lamarr: Head them off at the pass? ___________.,amarr shoots his foot],I hate that cliche!,What are you talking about?,ggart: [shouting] Well head them off at the pass! 
3742,"At the end of Blazing Saddles, Bart rides by Jim, who is lying by the side of the road, taking a nap, with a bag of popcorn in his hand. Complete the following dialogue:
",rt: _________________.,m:  _________________; I always wanted to go there. ,rt: Come on.,Nowhere special,"m: Where you headed, cowboy? "
3743,"Which 2004 movie starring Don Cheadle, was about the hotelier Paul Rusesabagina?
",Schindlers List,Nigerian Nights,Hotel Rwanda,H么tel des Mille Collines,Hotel Rwanda
3744,"This movie made in 2002 and directed by Denzel Washington tugged at our heartstrings while we watched a young man deal with his abusive past.
",The Great Debaters,Pride,Antwone Fisher,Training Day,Antwone Fisher
3745,"This 2004 movie starring Ryan Gosling and Rachel McAdams, was about the summer love of a young teenage couple that are eventually separated due to social differences.
",Love Actually,The Notebook,Saving Private Ryan,Titanic,The Notebook
3746,"The movie The Pursuit of Happyness was released in 2008.
",True,False,,,False
3747,"This 2009 movie is about a couple, their luekemia stricken daughter and the lengths at which they go to save her.
",The Stepmom,Marly  Me,My Sisters Keeper,The Notebook,My Sisters Keeper
3748,"If it wasnt for the star getting her revenge at the end of this 2003 movie it would have been completely depressing.
",Kill Bill Vol 2,Jumanji,Charlies Angels,Kill Bill Vol 1,Kill Bill Vol 1
3749,"Which 2002 movie was based on the life of real life musician Wladyslaw Szpilman (played by Adrian Brody)?
",The Italian Job,In America,The Pianist,Gosford Park,The Pianist
3750,"Complete the note the kids leave with the babysitters body in the movie Dont Tell Mom the Babysitters Dead:
",Nice old lady,The babysitter is,Our mother is,We dont know who is,__________________ inside. Died of natural causes.
3751,"In the 1974 film Twisted Brain, the homicidal boy turned into a monster by drinking a chemical. He was was shot by a character portrayed by which NFL player?
",Roger Staubach,Mean Joe Greene,Chuck Noll,John Niland,Mean Joe Greene
3752,"John Matuszak, defensive end for Kansas City Chiefs and Oakland raiders, played a defensive end for the North Dallas team in the movie North Dallas Forty, starring Nick Nolte.
",True,False,,,False
3753,"Tom Hanks character in Forrest Gump was selected to run back kickoffs for the University of Alabama but on his first try, he ran the wrong way for safety.
",False,True,,,False
3754,"In the movie The Best of Times, Jack Dundee and Reno Hightower sneak a peep at what TV event when they stop for dinner with their disgruntled wives?
",Sportscenter on ESPN,Cotton Bowl,Rose Bowl,Monday Night Football,Monday Night Football
3755,"Quentin Tarantino has called this actress his muse. He cast her as Mia in his classic movie 
",Una Thurman,Julie Dreyfus,Daryl Hannah,Lucy Liu,"lp Fiction. When he wrote the part of The Bride in Kill Bill Volume I and Kill Bill Volume II he had one, and only one, actress in mind. What actress is Tarantinos muse?"
3756,"Josef von Sternberg made this lady a star when he cast her as Lola-Lola in The Blue Angel.
",Marlene Dietrich,Marlene Dietrich,Mary Pickford,Theda Bara,"o sang Men cluster to me like moths to a flame. And if they get burned, I know Im not to blame?"
3757,"Why do Joe and Jerry disguise themselves as women in the 1959 comedy movie Some Like It Hot?
",Because they have witnessed a murder,Because they have perpetrated a crime,Because they want to get closer to girls,Because they like wearing stockings and wigs,Because they have witnessed a murder
3758,"What type of professionals does the 1970 comedy movie MASH describe?
",Doctors,Dancers,Cooks,Baseball players,Doctors
3759,"What actor starred in the 1987 comedy movie Raising Arizona?
",Faye Dunaway,Bruce Willis,All of these,Nicolas Cage,Nicolas Cage
3760,"What language was spoken in the 1987 comedy movie Moonstruck, apart from English?
",French,German,Italian,Spanish,Italian
3761,"What 1955 comedy movie features the iconic scene with Marilyn Monroes white dress lifted by the air draft?
",The Seven Year Itch,Were Not Married!,All About Eve,The Prince and the Showgirl,The Seven Year Itch
3762,"What singer and actress starred in the 1981 comedy movie Arthur?
",Madonna,Barbra Streisand,Liza Minnelli,Cher,Liza Minnelli
3763,"What is the occupation of Robin Williams character, Daniel Hillard, in the 1993 comedy movie Mrs. Doubtfire?
",Pastry chef,Hairdresser,Ophthalmologist,Voice actor,Voice actor
3764,"Sylvester Stallone made an appearance in this 1971 comedy movie directed by Woody Allen.
","Play It Again, Sam",Annie Hall,"Whats Up, Tiger Lily?",Bananas,Bananas
3765,"The 1979 comedy-drama movie Being There ends with this quote.
",Nothing is as difficult as living,Stay with me forever,Life is a state of mind,Being these is never impossible,Life is a state of mind
3766,"What 1980 comedy movie starred Chevy Chase and Bill Murray, and contained the funny line Hey, everybody! Were all gonna get laid!?
",Victor Victoria,The Jerk,Nine to Five,Caddyshack,Caddyshack
3767,"This song on the Sleepless in Seattle soundtrack is performed by Nat King Cole and contains the following lyrics:
",eals across the meadow  of my heart,gh up in the sky the little stars climb,ways reminding me that were apart.,Stardust,d now the purple  dusk of  twilight time
3768,"This actress first crossed the screen in a remake of The Parent Trap. In Mean Girls, she played the new student, Cady Heron.
",Mischa Barton,Lindsay Lohan,Hilary Duff,Miley Cyrus,Lindsay Lohan
3769,"This actress was originally cast as Cady in Mean Girls, but the producers decided that she was a better fit for the character of queen bee Regina George.
",Jessica Alba,Rachel McAdams,Jessica Biel,Kiera Knightley,Rachel McAdams
3770,"In the movie Mean Girls, Cadys family moved to Evanston, Illinois so Cadys mom could take on a new job. Where did Cady and her family use to live?
","Los Angeles, where her parents were actors","Africa, where her parents were anthropologists","Rome, where her parents were theologians","Australia, where her parents were aborigines","Africa, where her parents were anthropologists"
3771,"Tina Fey, who adapted the script for Mean Girls from the book Queen Bees and Wannabees, used to be head writer for which TV show?
",Mad TV,Spin City,Saturday Night Live,That 70s Show,Saturday Night Live
3772,"Why did Janis Ian hate Regina George in the comedy movie Mean Girls?
",Janis wished she was the queen bee instead of Regina.,Regina said Janis had slept with the entire football team.,"Regina was rich, and made fun of how poor Janis was.",Regina started a rumor that Janis was a lesbian.,Regina started a rumor that Janis was a lesbian.
3773,"In the movie Mean Girls, what was the name of the academic club Ms. Norbury wanted Cady to join?
",The Mathletes,The Biomasters,The English Assassins,The Socialists,The Mathletes
3774,"In Mean Girls, what present from her parents did Gretchen have to reject because Regina told her that she wasnt allowed to wear it?
",black fedora hat,silver Fendi purse,Gold hoop earrings,red Ugg boots,Gold hoop earrings
3775,"What happens to Regina in the movie Mean Girls, after Janis reveals that she and Cady plotted to destroy Reginas queen bee status?
",She is hit by a bus.,She steals Cadys boyfriend.,She becomes a modern day Mother Theresa.,She moves to Australia.,She is hit by a bus.
3776,"At the end of the movie Mean Girls, Cady ended up with Aaron Samuels.
",False,True,,,True
3777,"In what year did the movie Mean Girls hit American theatres?
",2003,2004,2006,2005,2004
3778,"This character may have forgotten his name but he remembered how to drive. His girlfriend, 
",Jason Bourne,John Conner,"Bond, James Bond",Mad Max,"ayed by Franka Potente, didnt realize what a ride she was in for when he advised Buckle up. What was the name of the character who drove the streets of Paris in a Austin mini?"
3779,"Finish these lyrics from the song Karazy performed by Jackass star Chris Pontius:
",Im feelin lazy,Im feelin Phrasy,I am feeling Hazy,Im feelin lazy,"u think you know Karate, well I know Karazy, Im always Rockin and Rollin except when __________."
3780,"What is Maggies nickname in the 1958 movie Cat on a Hot Tin Roof?
",The Bunny,The Tigress,The Swallow,The Cat,The Cat
3781,"What rapper appeared in the 1997 movie Anaconda as a character named Danny Rich?
",Coolio,Tupac Shakur,Dr. Dre,Ice Cube,Ice Cube
3782,"What actress turned down the role of Nurse Ratched in the 1975 movie One Flew Over the Cuckoos Nest?
",All of these,Geraldine Page,Jane Fonda,Angela Lansbury,All of these
3783,"What actor portrayed the cannibalistic Dr. Hannibal Lecter in the 1991 horror movie The Silence of the Lambs?
",Dustin Hoffman,Jack Nicholson,Gene Hackman,Anthony Hopkins,Anthony Hopkins
3784,"What character did actor and comedian Rowan Atkinson voice in the 1994 animated movie The Lion King?
",Zazu,Pumbaa,Timon,Mufasa,Zazu
3785,"How many Academy Awards did the 1990 movie Dances with Wolves win out of twelve nominations?
",None,Twelve,Seven,Five,Seven
3786,"What actress portrayed Catwoman in the 1992 movie Batman Returns?
",Meg Ryan,Michelle Pfeiffer,Nicole Kidman,Kim Basinger,Michelle Pfeiffer
3787,"What is the name of the character played by Robert De Niro in the 1980 movie Raging Bull?
",Rocky Balboa,Jake LaMotta,Joey LaMotta,Tommy Como,Jake LaMotta
3788,"Who is the director of the 2001 science fiction movie Planet of the Apes?
",James Cameron,Tim Burton,Steven Spielberg,Martin Scorsese,Tim Burton
3789,"What does Mick Dundee say when he sees the thief holding a knife in the 1986 movie Crocodile Dundee?
",Thats not a knife.,"Holly cow, were going to die!",What the hell is this?,"Good Lord, Im so scared!",Thats not a knife.
