,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
2493,"Tom Felton, who is popular for the role of Harry Potters principal rival, Draco Malfoy, was born on this date.
","28 September, 1987","28 September ,1988","22 September, 1987","22 September, 1988","22 September, 1987"
2494,"At what age did Tom Felton start acting?
",9,6,8,7,8
2495,"Besides being an actor, Tom Felton is also a talented singer.
",False,True,,,True
2496,"Tom Felton has sang with the Guildford Cathedral Choir.
",False,True,,,False
2497,"Tom had read all the Harry Potter books before being cast as Draco Malfoy in the Harry Potter series.
",True,False,,,False
2498,"Originally, Tom Felton auditioned for the role of Harry Potter.
",False,True,,,True
2499,"Duck hunting is one of Tom Feltons favourite pastimes.
",True,False,,,False
2500,"What is Tom Feltons full name?
",Thomas Louis-Andrew Felton,Thomas Louis Felton,Thomas Andrew Felton,Thomas Hunter Felton,Thomas Andrew Felton
2501,"What piece of furniture did Frank Welker play in the the Oscar nominated, Disney masterpiece, Beauty and the Beast?
",A chair,A footstool,A dresser,A table,A footstool
2502,"Which movie star beat out Frank Welker to become number one on Top 100 Stars of the 1980s list?
",Tom Cruise,Dan Aykroyd,Harrison Ford,Eddie Murphy,Harrison Ford
2503,"Where was Debra Messing born?
","Brooklyn, New York","Santa Monica, California","Boston, Massachusetts","Providence, Rhode Island","Brooklyn, New York"
2504,"From which college did American actress Debra Messing graduate?
",Brandeis,Northeastern,Boston College,Boston College,Brandeis
2505,"TV actress Debra Messing was voted Junior Miss of what state?
",Massachusetts,New York,Rhode Island,California,Rhode Island
2506,"Which actor and screenwriter did Debra Messing marry on September 3, 2000?
",Chad Zola,Ben Zwygmund,Daniel Zelman,Anthony Ziegler,Daniel Zelman
2507,"The first TV show appearance of Emmy Award-winning actress Debra Messing was in which of these TV series?
",NYPD Blue,Seinfeld,Law and Order,Home Improvement,NYPD Blue
2508,"On the TV series Seinfeld鈥 Jerry was very smitten with the character played by actress Debra Messing. What stood in Jerrys way?
",She was divorced three times.,She was married and anti-Semitic.,She was not a very neat person.,She wanted Jerry to change his job.,She was married and anti-Semitic.
2509,"Will and Grace was perhaps Debra Messings most popular TV work. Whom did she beat out for the role of Grace Adler?
",Marcia Cross,Jamie Gertz,Nicollette Sheridan,Helen Hunt,Nicollette Sheridan
2510,"Which of the following was Debra Messings first movie?
",Lucky You,A Walk in the Clouds,Purple  Violets,Open Season,A Walk in the Clouds
2511,"Which was the first TV show in which American actress Debra Messing played the female leading role?
",Prey,Will and Grace,Celebrity,Ned and Stacey,Ned and Stacey
2512,"Who played Grace Adlers mother in the Will and Grace TV series?
",Laura Kightlinger,Leslie Ann Warren,Blythe Danner,Debbie Reynolds,Debbie Reynolds
2513,"Who portrayed Grace Adlers father in the Will and Grace TV series?
",Sydney  Pollack,Kathleen Turner,Alan Arkin,Rip Torn,Alan Arkin
2514,"What was the name of character who married Grace in the sitcom Will and Grace?
",Leo Markus,Dr. Stuart Lamarack,Dr. Ben Doucette,Lyle Finster,Leo Markus
2515,"How many Emmys did American actress Debra Messing win for Will and Grace?
",6,1,4,3,1
2516,"In what year did Emmy Award-winning actress Debra Messing gave birth to her first child?
",2001,2002,2004,1998,2004
2517,"Actor Buster Keaton was born in Piqua, Kansas on October 4, what year?
",1875,1895,1885,1890,1895
2518,"When Buster Keaton was young, his vaudeville performance with his parents represented what situation?
",His mother yelled at Buster and his dad as they ran about the stage.,His mother played saxophone while his father became angry and threw Buster around.,His parents joked about raising a kid and then Buster would perform physical comedy.,His parents argued about raising a kid and then Buster would tell jokes.,His mother played saxophone while his father became angry and threw Buster around.
2519,"Who nicknamed Joseph Frank Keaton Buster?
",Charlie Chaplin,Harry Houdini,Florence Ziegfield,Cecille B. deMille,Harry Houdini
2520,"Why did actor Buster Keaton adopt his famous deadpan look?
",Buster found that a deadpan look on his face made the audience laugh more.,Being thrown around finally drove Buster mad which showed as a deadpan look.,"One day, he was angry and refused to smile.",DeMille suggested it as an addition to the humor of the gags.,Buster found that a deadpan look on his face made the audience laugh more.
2521,"What made Buster Keaton and his mother put an end to the family vaudeville act?
",Buster wanted a bigger audience than the act could ever get.,The reason was Busters fathers alcoholism.,Travelling shows were outlawed in the USA.,The reason was that they didnt make enough money.,The reason was Busters fathers alcoholism.
2522,"In 1917, Buster Keaton befriended which American silent film actor?
",Oliver Norvel Hardy,W.C. Fields,Gloria   Emily Swanson,Roscoe Fatty  Arbuckle,Roscoe Fatty  Arbuckle
2523,"Buster Keaton produced, directed and starred in which 1924 comedy film?
",The Electric House,The Playhouse,"Sherlock, Jr.",One Week,"Sherlock, Jr."
2524,"Who was actor Buster Keatons first wife?
",Constantine Talmadge,Norma Talmadge,Paullette Goddard,Natalie Talmadge,Natalie Talmadge
2525,"Name Buster Keatons third wife, who was 23 years his senior and appeared with him in the Cirque Medrano in Paris in the 1940s and 1950s.
",Charlie Chaplin,Marilyn Chastain,Eleanor Norris,Audrey Hepburn,Eleanor Norris
2526,"When did actor Buster Keaton die?
",1966,1976,1956,1946,1966
2527,"When was John Wayne born?
","May 26, 1907","November 26, 1907","September 26, 1907","April 26, 1907","May 26, 1907"
2528,"Is it true that John Wayne had 6 children?
",Yes,No,,,No
2529,"Was John Wayne offered the part of Matt Dillon on Gunsmoke?
",Yes,No,,,No
2530,"John Wayne requested that his tombstone read Feo, Fuerte y Formal. What does this mean in English?
",A Great Star,An American Cowboy,"The Good, the Bad, And the Ugly","Ugly, Strong and Serious","Ugly, Strong and Serious"
2531,"For which of these movies was Jane Fonda nominated for best actress in a lead role?
",Complicated Women,On Golden Pond,None of these,The Morning After,The Morning After
2532,"What was Flip Wilsons real name?
",Phillipe Wilson,Clerow Wilson,Anderson Forbes Wilson,Philander Smith Wilson,Clerow Wilson
2533,"One of Flip Wilsons  most popular characters was Geraldine. Who was Geraldines boyfriend?
",Killer,Jackie Lee,Rockefellar,Buster,Killer
2534,"Which statement concerning comedian Flip Wilson is untrue?
","In 2002, Flip made an unsuccessful sitcom on CBS.",Flip claimed that one of the homes he owned  was haunted.,There is a song about Flip called Nosliw Pilf.,Flip was one of 18 children.,"In 2002, Flip made an unsuccessful sitcom on CBS."
2535,"Which two comedians were writers of the successful variety show called The Flip Wilson Show?
",Richard Pryor and George Carlin,Bill Cosby and Richard Pryor,C.J. Watson and Bill Cosby,George Carlin and C.J. Watson,Richard Pryor and George Carlin
2536,"The Flip Wilson Show won two Emmys in 1971.
",True,False,,,True
2537,"What did Flip Wilsons character Geraldine say when she was caught doing something wrong?
",That couldnt be me!,"Well, dont just look at me!",The devil made me do it!,You betta be looking at me because Im  beautiful!,The devil made me do it!
2538,"What was the name of the sitcom on which Flip Wilson starred from 1985-1986?
",Flip and Family,Charlie and Company,Life in Chicago,The Flip Wilson Hour,Charlie and Company
2539,"Who played the wife of Flip Wilsons character on Charlie  Co.?
",Fran Robinson,Diahann Carroll,Gwen Peterson,Gladys Knight,Gladys Knight
2540,"Jaleel White played the youngest child on the sitcom Charlie  Co.?
",True,False,,,True
2541,"Which statement about Flip Wilson is untrue?
",Flips wives were named Peaches and Tuanchai.,Flips last album was an album of songs he performed.,Flip quit show business to take care of his kids.,Flip joined the US Air Force at the age of 16.,Flips last album was an album of songs he performed.
2542,"This member of a popular 1950s-60s female vocal trio remains equally famous for her relationship with Chicago mobster Sam Momo Giancana.
",Phyllis McGuire,Martha Reeves,Diana Ross,Laverne Andrews,Phyllis McGuire
2543,"This actor and director had his own eponymous TV show in the 1950s, his daughter had her own sitcom in the 1960s, and his businessman father was the president of  the New York  Rubber Co. Who was he?
",Robert Montgomery,Ronald Reagan,Stewart Granger,Dick Powell,Robert Montgomery
2544,"This multi-Oscar-nominated actor, who is one of the very few film stars to have graduated from Harvard, had a dad who served atop the executive layer of  a huge East Coast baking company.
",Tony Curtis,Tom Hanks,Tom Cruise,Jack Lemmon,Jack Lemmon
2545,"This veteran actor, producer and director, who appeared in Clockwatchers and Pie in the Sky, is the scion of  a Hollywood family that played a large role in the making of Paramount Pictures.
",Bob Balaban,Bruce Dern,Bob Barker,Harry Dean Stanton,Bob Balaban
2546,"This actor, who became famous with the movie Captain Blood, had an adventurous son who was presumed to have been killed during the Vietnam War while on assignment as a photographer.
",Errol Flynn,Clark Gable,Victor Mature,William Powell,Errol Flynn
2547,"Lou Weiss, who rose to become chairman of the board of the William Morris Agency, is the nephew of which legendary comedian?
",George Burns,Eddie Cantor,Milton Berle,Jack Benny,George Burns
2548,"Although his claims to be related to former Vice President Al Gore remain dubious, this fiery American author, playwright and social critic is definitely the stepbrother of Jacqueline Onassis.
",Gore Vidal,Irwin Corey,Herbert Khoury,Leslie Gore,Gore Vidal
2549,"Actor, author, and political insider Ben Stein, famous as host of Win Ben Steins Money, is the son of  Herbert Stein, an economist who served as a chief advisor to which U.S. President?
",Richard Nixon,Bill Clinton,Ronald Reagan,Lyndon Johnson,Richard Nixon
2550,"Miss Lillian upstaged her own son partly because of her achievement of having served overseas as a Peace Corps Volunteer in India when she was 68 years old. Name her son who served as U. S. President for one term.
",George H.W. Bush,Lyndon Johnson,Gerald Ford,Jimmy Carter,Jimmy Carter
2551,"This popular singer and actress, known for her distinctive New York accent, has a sister, Elen, who made headlines back in the 1980s, when she ran for mayor of Phoenix, AZ on the Socialist Workers Party ticket.
",Drea de Matteo,Cyndi Lauper,Fran Drescher,Rosie Perez,Cyndi Lauper
2552,"This movie was Quentin Tarantinos first experience in cinema, as he co-wrote and co-directed the project.
",A Pack of Wolves,My Best Friends Birthday,Pitchfork,Silver Bullet,My Best Friends Birthday
2553,"Quentin Tarantino wrote the script for this crime drama, directed by Tony Scott, and starring Christian Slater and Patricia Arquette.
",The Fan,True Romance,Days of Thunder,The Last Boy Scout,True Romance
2554,"Who plays Mr. Pink in Quentin Tarantinos  feature debut Reservoir Dogs?
",Kirk Baltz,Steve Buscemi,Steven Wright,Randy Brooks,Steve Buscemi
2555,"The plot of the movie Reservoir Dogs by Quentin Tarantino features a jewelry heist gone wrong. Which of these characters is actually an undercover cop?
",Mr. Brown,Mr. Blonde,Mr. Orange,Mr. White,Mr. Orange
2556,"Which of these actresses, who played in many of Quentin Tarantinos movies, did the famous director name as his muse?
",Rosario Dawson,Kathy Griffin,Uma Thurman,Pam Grier,Uma Thurman
2557,"Which of these actors didnt star in Quentin Tarantinos Pulp Fiction?
",John Travolta,Robert De Niro,Bruce Willis,Christopher Walken,Robert De Niro
2558,"What is the real name of the character, known as The Bride in Quentin Tarantinos Kill Bill movies?
",Beatrix Kido,Jane Dough,Jane Smith,Laura Pete,Beatrix Kido
2559,"Quentin Tarantino named his production company A Band Apart after a movie by this legendary French director.
",Jean-Pierre Jeunet,Fran莽ois Ozon,Jean-Luc Godard,Michel Gondry,Jean-Luc Godard
2560,"From Dusk Till Dawn was written by Quentin Tarantino. Which great friend of his directed the movie?
",Craig Saavedra,Bill Mel茅ndez,Luis Valdez,Robert Rodriguez,Robert Rodriguez
2561,"This movie is part of a double feature, called Grindhouse and created by Quentin Tarantino and Robert Rodriguez.
",Death Proof,Fight for Your Life,The Stuntman,The Last House on the Left,Death Proof
2562,"Which magazine(s) published much of Woody Allens articles?
",The New Yorker,Playboy and Esquire,Esquire,All of these,All of these
2563,"Woody Allen wrote a book called Without Feathers.
",True,False,,,True
2564,"Woody Allen was a writer for Sid Caesars Show of Shows in the 1940s.
",False,True,,,False
2565,"Which of the following is not a Woody Allen film?
",Sleeper,Casino Royale,Waiting for Guffman,Match Point,Waiting for Guffman
2566,"Which of the following is a recurring theme in much of Woody Allens comedy?
",Economics,Death,Politics,Disease,Death
